Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Licensed,official_video,Artist_Length,Album_Length,Title_Length,Description_Length
album,0.671,0.417,11.0,-10.209,0.21,0.402,0.0,0.12,0.331,133.557,210854.0,166173.0,0.0,0.0,12,20,34,749
album,0.399,0.0971,0.0,-14.966,0.0285,0.863,3.83e-06,0.0715,0.135,68.897,209960.0,59548.0,1.0,1.0,12,24,24,406
album,0.577,0.336,7.0,-12.103,0.044,0.543,0.0,0.11,0.589,78.884,151827.0,3824093.0,0.0,0.0,12,24,18,907
album,0.667,0.241,5.0,-16.276,0.0428,0.514,0.000172,0.079,0.651,75.022,181093.0,150874.0,0.0,0.0,12,24,23,49
album,0.167,0.154,0.0,-16.232,0.0353,0.565,8.25e-05,0.102,0.156,76.119,256960.0,108981.0,0.0,0.0,12,24,38,347
album,0.461,0.448,7.0,-10.665,0.0246,0.161,1.18e-06,0.0811,0.418,173.86,256827.0,90719097.0,1.0,1.0,13,5,43,479
album,0.555,0.496,10.0,-6.136,0.028,0.333,0.0,0.0956,0.27,79.01,214307.0,91838214.0,1.0,1.0,13,11,39,457
album,0.655,0.791,0.0,-8.923,0.0302,0.1,0.000124,0.334,0.862,118.981,234827.0,612775.0,0.0,0.0,13,5,61,1235
album,0.444,0.526,7.0,-6.919,0.0277,0.28,3.87e-06,0.116,0.246,138.08,204120.0,265175.0,0.0,0.0,13,12,56,71
album,0.541,0.899,1.0,-6.261,0.0633,0.0178,2.95e-06,0.286,0.829,106.676,212973.0,4980247.0,1.0,1.0,13,5,31,446
album,0.496,0.474,10.0,-8.687,0.0261,0.255,6.46e-06,0.166,0.382,82.977,235667.0,18949775.0,1.0,1.0,13,14,34,450
album,0.607,0.421,9.0,-8.319,0.0308,0.464,0.0,0.218,0.302,71.959,200973.0,13054556.0,1.0,1.0,13,16,37,233
album,0.706,0.73,0.0,-7.981,0.035,0.0139,0.0,0.232,0.421,119.029,204547.0,214004.0,1.0,1.0,13,13,68,521
album,0.5,0.608,2.0,-9.859,0.0306,0.145,0.0136,0.0724,0.485,142.008,232360.0,4387076.0,1.0,1.0,13,5,40,243
album,0.439,0.603,1.0,-6.917,0.03,0.0208,0.00105,0.0991,0.267,155.111,248267.0,4085038.0,1.0,1.0,13,14,20,208
album,0.48,0.626,5.0,-8.406,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,199907.0,44851.0,0.0,0.0,14,38,75,670
single,0.541,0.711,9.0,-13.492,0.0383,0.0635,0.0201,0.719,0.588,136.58,291893.0,6663889.0,1.0,1.0,14,48,58,362
album,0.603,0.765,7.0,-8.265,0.0275,0.0974,0.296,0.11,0.72,107.068,204464.0,1719540.0,0.0,0.0,14,29,19,749
compilation,0.741,0.742,2.0,-7.822,0.0269,0.146,1.64e-05,0.106,0.889,116.951,262733.0,117469.0,0.0,0.0,14,52,66,749
album,0.472,0.357,5.0,-11.333,0.0284,0.516,0.00363,0.114,0.28,138.212,284840.0,1025413.0,0.0,0.0,14,12,27,662
album,0.62,0.529,7.0,-7.976,0.0306,0.158,0.0,0.228,0.63,103.18,351000.0,3766398.0,0.0,0.0,14,13,42,132
album,0.516,0.319,7.0,-11.709,0.0343,0.739,0.000983,0.129,0.305,105.704,335257.0,6346976.0,0.0,0.0,14,29,54,46
compilation,0.303,0.741,7.0,-7.833,0.0461,0.2,6.88e-05,0.909,0.312,128.001,538760.0,20748849.0,0.0,0.0,14,61,91,646
album,0.321,0.329,0.0,-9.724,0.0293,0.613,0.000305,0.0846,0.213,165.399,341691.0,1239582.0,1.0,1.0,14,29,29,1000
album,0.531,0.561,7.0,-10.218,0.0275,0.044,2.1e-06,0.5,0.367,138.335,231553.0,1148220.0,0.0,1.0,14,12,71,2503
album,0.891,0.77,1.0,-6.124,0.0439,0.00862,0.0315,0.155,0.819,112.997,182627.0,50161049.0,1.0,1.0,5,5,40,329
album,0.97,0.738,1.0,-3.381,0.132,0.0369,0.000384,0.324,0.961,107.166,206107.0,69063095.0,1.0,1.0,5,5,16,280
album,0.712,0.689,1.0,-5.286,0.128,0.141,0.0,0.657,0.49,82.98,191149.0,33900907.0,1.0,1.0,5,9,58,4993
album,0.779,0.963,2.0,-2.125,0.0399,0.0334,0.493,0.664,0.759,127.941,222187.0,53579607.0,1.0,1.0,5,9,32,1173
album,0.686,0.855,11.0,-6.6,0.116,0.0252,0.0,0.037,0.763,176.002,224933.0,8990761.0,1.0,1.0,5,5,42,334
single,0.903,0.728,10.0,-6.716,0.177,0.0498,0.00968,0.0495,0.814,101.967,93625.0,314836.0,0.0,0.0,5,9,42,677
album,0.906,0.624,4.0,-5.556,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,274947.0,35942949.0,1.0,1.0,5,14,27,1504
album,0.81,0.504,2.0,-9.603,0.0498,0.0196,0.0464,0.295,0.532,93.008,203440.0,149811.0,1.0,1.0,5,5,20,483
album,0.848,0.691,7.0,-6.775,0.093,0.0512,0.00803,0.0723,0.922,92.996,291707.0,8593948.0,1.0,1.0,5,12,24,375
album,0.688,0.843,11.0,-4.732,0.0475,0.0664,0.00154,0.109,0.787,128.009,248120.0,19062654.0,1.0,1.0,5,10,16,93
album,0.709,0.446,0.0,-9.904,0.037,0.716,2.39e-05,0.11,0.843,140.993,219267.0,11553281.0,1.0,1.0,11,16,43,1032
album,0.595,0.804,7.0,-7.911,0.0326,0.0129,1.97e-05,0.299,0.586,89.846,341533.0,43678188.0,1.0,1.0,11,5,42,860
compilation,0.578,0.481,4.0,-10.545,0.0317,0.431,0.00299,0.0951,0.548,129.881,307333.0,1145635.0,1.0,1.0,11,44,53,541
album,0.64,0.494,0.0,-8.14,0.0602,0.295,4.8e-06,0.248,0.547,119.854,201352.0,791403.0,1.0,1.0,11,22,46,621
album,0.324,0.211,0.0,-14.223,0.0287,0.944,0.0031,0.118,0.199,146.367,295133.0,436321.0,1.0,1.0,11,16,35,431
album,0.528,0.504,9.0,-8.821,0.09,0.559,0.0414,0.0936,0.712,141.369,237713.0,2135027.0,1.0,1.0,11,22,52,630
album,0.682,0.729,6.0,-10.293,0.0528,0.259,0.0105,0.123,0.536,89.886,286960.0,2100217.0,0.0,0.0,11,5,29,55
album,0.692,0.4,10.0,-9.767,0.0349,0.212,1.55e-05,0.559,0.328,130.228,247600.0,167303.0,0.0,0.0,11,16,22,29
album,0.298,0.52,2.0,-7.297,0.0303,0.265,0.0,0.165,0.223,74.131,324267.0,10139624.0,1.0,1.0,11,5,45,777
album,0.725,0.575,2.0,-9.769,0.0511,0.0301,4.84e-05,0.136,0.757,144.157,248560.0,7011159.0,1.0,1.0,11,5,48,868
compilation,0.411,0.405,7.0,-10.719,0.0453,0.63,0.0,0.71,0.299,143.139,143839.0,1027.0,0.0,0.0,12,20,45,111
compilation,0.3,0.7,2.0,-6.567,0.036,0.53,0.0,0.186,0.398,165.664,246493.0,24585628.0,0.0,0.0,12,20,37,12
compilation,0.673,0.922,0.0,-6.533,0.0986,0.281,0.0,0.768,0.775,135.259,240799.0,112130970.0,0.0,0.0,12,22,26,55
compilation,0.424,0.713,0.0,-7.406,0.0504,0.533,0.0,0.741,0.459,151.605,257106.0,333759.0,1.0,1.0,12,20,28,1774
compilation,0.396,0.469,9.0,-4.975,0.0305,0.253,0.0,0.112,0.119,71.915,213573.0,3727764.0,0.0,0.0,12,20,32,952
compilation,0.503,0.794,0.0,-4.228,0.0336,0.218,0.0,0.265,0.446,145.886,253159.0,5431084.0,1.0,1.0,12,15,28,83
compilation,0.542,0.688,2.0,-5.882,0.0322,0.11,0.0,0.168,0.214,132.993,250373.0,1297501.0,1.0,1.0,12,20,26,1326
compilation,0.496,0.766,7.0,-7.515,0.0401,0.628,3.88e-06,0.797,0.306,97.027,249942.0,763883.0,0.0,0.0,12,20,38,42
album,0.19,0.352,9.0,-10.434,0.0308,0.537,0.0,0.165,0.174,49.286,199173.0,4720508.0,1.0,1.0,12,15,42,1542
compilation,0.502,0.655,3.0,-5.547,0.0264,0.166,0.0,0.0742,0.466,91.035,219159.0,442645.0,1.0,1.0,12,20,40,948
single,0.299,0.142,2.0,-15.134,0.0369,0.965,0.113,0.111,0.123,76.748,269067.0,4747943.0,0.0,1.0,22,28,79,1663
album,0.32,0.291,11.0,-12.972,0.0394,0.963,0.000457,0.102,0.0783,102.281,230933.0,16821948.0,1.0,1.0,22,34,83,2231
album,0.209,0.0402,7.0,-27.175,0.047,0.931,0.0588,0.0869,0.0514,95.939,486000.0,4738.0,0.0,0.0,22,39,61,426
album,0.165,0.223,8.0,-13.919,0.0403,0.973,0.00129,0.0771,0.081,91.495,311333.0,1835998.0,0.0,0.0,22,34,31,1212
compilation,0.351,0.206,1.0,-22.657,0.0597,0.797,0.255,0.0738,0.0839,130.415,577440.0,83642.0,1.0,1.0,22,13,25,250
single,0.249,0.24,2.0,-12.083,0.0348,0.979,0.0117,0.0935,0.0697,71.431,195853.0,191814.0,1.0,1.0,22,39,52,765
album,0.222,0.0977,8.0,-16.746,0.0396,0.974,0.0711,0.152,0.0885,82.077,155160.0,545183.0,1.0,1.0,22,9,47,498
compilation,0.351,0.232,0.0,-15.058,0.0437,0.983,0.839,0.218,0.202,85.144,395680.0,598936.0,0.0,0.0,22,19,42,42
compilation,0.233,0.232,4.0,-13.085,0.0477,0.983,0.000319,0.0856,0.0396,172.243,221187.0,7729.0,1.0,1.0,22,6,73,502
album,0.235,0.144,2.0,-11.303,0.0449,0.975,7.53e-05,0.163,0.0387,78.639,292600.0,167840.0,0.0,0.0,22,26,45,98
single,0.566,0.652,7.0,-5.832,0.0325,0.33,0.0,0.354,0.267,120.069,308000.0,4330060.0,1.0,1.0,13,25,86,3020
album,0.389,0.786,0.0,-4.392,0.138,0.216,8.23e-06,0.198,0.482,178.103,206104.0,17472482.0,1.0,1.0,13,57,87,1289
album,0.745,0.753,1.0,-2.408,0.164,0.223,0.0,0.705,0.589,144.057,307973.0,126381978.0,1.0,1.0,13,10,40,1031
album,0.739,0.668,1.0,-5.464,0.246,0.184,0.0,0.0869,0.742,97.097,251715.0,41586964.0,1.0,1.0,13,14,50,411
album,0.433,0.687,3.0,-7.358,0.12,0.547,0.0,0.185,0.385,137.724,625062.0,1962246.0,1.0,1.0,13,16,97,2532
album,0.388,0.782,5.0,-6.237,0.155,0.212,0.0,0.282,0.463,84.038,565834.0,7041563.0,1.0,1.0,13,16,82,2504
album,0.609,0.875,5.0,-5.867,0.0951,0.109,0.0,0.7,0.725,84.004,340133.0,16003096.0,1.0,1.0,13,28,12,183
album,0.81,0.72,1.0,-4.793,0.0503,0.0138,0.0,0.221,0.805,121.984,246560.0,55322.0,0.0,0.0,13,4,31,86
album,0.632,0.717,0.0,-8.307,0.039,0.138,0.00149,0.0685,0.77,153.942,318840.0,50785213.0,1.0,1.0,13,4,39,1084
album,0.669,0.908,5.0,-6.234,0.175,0.183,0.0,0.868,0.47,136.057,272349.0,6568707.0,1.0,1.0,13,16,46,3264
compilation,0.588,0.771,8.0,-5.125,0.0954,0.202,9.12e-06,0.117,0.657,179.968,233013.0,55172.0,0.0,0.0,13,18,40,61
album,0.194,0.11,6.0,-23.824,0.0396,0.859,0.888,0.117,0.0395,68.079,79840.0,10181.0,0.0,0.0,23,35,65,3025
album,0.286,0.217,9.0,-18.805,0.0336,0.602,0.099,0.104,0.0389,138.225,254307.0,68211565.0,0.0,0.0,23,41,56,507
album,0.12,0.0735,9.0,-25.284,0.0436,0.709,0.765,0.137,0.0378,87.657,161493.0,49017269.0,0.0,0.0,23,41,62,161
album,0.189,0.0297,11.0,-33.478,0.0376,0.984,0.831,0.104,0.0855,81.635,63267.0,206631.0,1.0,1.0,23,41,9,1184
album,0.0876,0.0504,4.0,-29.69,0.0387,0.755,0.95,0.112,0.0912,170.05,181867.0,10181.0,0.0,0.0,23,35,65,3025
album,0.436,0.00358,2.0,-29.557,0.0827,0.778,0.556,0.11,0.15,173.788,69000.0,10181.0,0.0,0.0,23,46,65,3025
album,0.401,0.377,0.0,-14.317,0.0387,0.664,0.913,0.117,0.103,84.332,602227.0,9914343.0,0.0,0.0,23,35,36,3126
album,0.0947,0.0123,4.0,-31.129,0.0478,0.962,0.319,0.102,0.0366,86.902,92907.0,648.0,0.0,0.0,23,46,93,3039
album,0.192,0.0163,2.0,-35.796,0.0391,0.812,0.963,0.121,0.0357,100.074,133600.0,10181.0,0.0,0.0,23,35,65,3025
album,0.59,0.868,5.0,-5.832,0.048,0.0962,0.000322,0.442,0.798,184.348,230640.0,20580617.0,1.0,1.0,19,30,36,1492
album,0.846,0.826,10.0,-7.909,0.098,0.0867,0.0,0.12,0.813,134.454,262560.0,26675196.0,1.0,1.0,19,43,40,1412
album,0.826,0.558,6.0,-7.766,0.0322,0.403,1.94e-05,0.0631,0.359,110.77,231960.0,7369706.0,1.0,1.0,19,32,31,140
album,0.65,0.615,1.0,-9.332,0.0342,0.201,0.00235,0.0805,0.637,118.294,210640.0,3969377.0,0.0,0.0,19,25,22,22
album,0.871,0.736,0.0,-7.896,0.0675,0.22,0.000725,0.0894,0.967,115.149,218320.0,480307.0,1.0,1.0,19,36,33,142
album,0.752,0.839,9.0,-6.879,0.0503,0.0236,0.0,0.263,0.864,104.794,253413.0,7911414.0,1.0,1.0,19,43,35,878
album,0.803,0.656,5.0,-7.53,0.0556,0.0934,0.0,0.324,0.926,110.544,287013.0,120156.0,0.0,0.0,19,43,27,65
album,0.627,0.843,11.0,-7.677,0.0952,0.16,0.000192,0.0554,0.494,106.817,239933.0,289122.0,0.0,0.0,19,25,58,1461
compilation,0.398,0.799,3.0,-10.403,0.0468,0.0623,0.0,0.56,0.689,150.914,201160.0,80755.0,0.0,0.0,19,24,65,454
album,0.605,0.702,5.0,-8.057,0.0348,0.0121,0.0132,0.103,0.864,183.001,338653.0,403868.0,1.0,1.0,19,43,26,402
album,0.704,0.861,2.0,-4.221,0.0493,0.587,0.0615,0.0992,0.636,128.99,213394.0,192034757.0,1.0,1.0,4,29,41,2183
single,0.611,0.925,0.0,-5.706,0.045,0.0246,0.171,0.152,0.501,135.995,213907.0,2913552.0,1.0,1.0,4,31,34,325
album,0.751,0.836,0.0,-4.486,0.0815,0.287,0.216,0.0758,0.647,128.988,255530.0,192034757.0,1.0,1.0,4,39,41,2183
album,0.658,0.831,5.0,-6.527,0.0299,0.000431,0.0342,0.177,0.695,129.067,204460.0,9210.0,1.0,1.0,4,29,49,383
album,0.692,0.769,4.0,-6.132,0.0362,0.00269,0.0635,0.113,0.828,128.977,203285.0,14532010.0,1.0,1.0,4,29,37,2538
compilation,0.618,0.249,10.0,-11.026,0.0283,0.776,2.45e-05,0.0967,0.41,95.134,186111.0,71590.0,1.0,1.0,4,47,36,373
single,0.755,0.944,0.0,-5.812,0.046,0.00803,0.0339,0.146,0.693,129.029,193698.0,1010.0,1.0,1.0,4,11,38,320
album,0.63,0.666,8.0,-7.468,0.0352,7.36e-05,0.00313,0.418,0.906,95.975,199186.0,7339474.0,1.0,1.0,4,10,31,1451
album,0.732,0.878,4.0,-5.269,0.0317,0.0023,0.0167,0.259,0.906,131.969,181394.0,599990.0,1.0,1.0,4,39,27,147
single,0.746,0.672,5.0,-11.438,0.0402,0.0269,0.00012,0.124,0.484,129.031,215902.0,7626031.0,1.0,1.0,4,17,41,2322
album,0.884,0.697,11.0,-6.022,0.128,0.0509,0.0,0.094,0.322,101.965,252440.0,94999621.0,1.0,1.0,15,15,89,3518
album,0.585,0.697,1.0,-6.126,0.357,0.0339,0.0,0.255,0.402,133.177,225187.0,5328632.0,1.0,1.0,15,32,80,4134
album,0.933,0.513,7.0,-13.203,0.347,0.00112,0.00248,0.107,0.595,102.017,179160.0,15108475.0,1.0,1.0,15,32,64,2579
album,0.782,0.627,8.0,-6.509,0.115,0.00233,1.27e-05,0.201,0.485,94.967,272507.0,8527187.0,0.0,0.0,15,40,29,15
album,0.918,0.681,1.0,-7.399,0.309,0.337,0.0,0.644,0.843,117.994,241587.0,22162858.0,1.0,1.0,15,32,63,3423
album,0.829,0.684,6.0,-6.473,0.0606,0.102,0.0,0.348,0.731,107.985,259733.0,9539008.0,1.0,1.0,15,15,77,3591
album,0.935,0.608,1.0,-7.236,0.085,0.00155,0.0,0.342,0.0664,101.992,265440.0,7586144.0,1.0,1.0,15,11,39,182
album,0.8,0.783,11.0,-3.872,0.0966,0.169,0.0,0.206,0.889,114.995,260427.0,7006306.0,1.0,1.0,15,21,66,2918
album,0.708,0.854,1.0,-5.724,0.0322,0.000682,0.0,0.278,0.914,100.005,263227.0,11041367.0,1.0,1.0,15,15,48,4304
album,0.712,0.558,8.0,-9.698,0.147,0.125,0.0,0.113,0.48,150.967,277720.0,3829455.0,1.0,1.0,15,32,61,339
single,0.338,0.693,2.0,-5.511,0.0345,0.2,0.0,0.0732,0.515,150.219,241000.0,5695283.0,1.0,1.0,6,8,56,2883
album,0.462,0.465,2.0,-6.485,0.0262,0.226,7.7e-06,0.196,0.409,140.112,265867.0,25689852.0,1.0,1.0,6,7,69,710
album,0.488,0.602,0.0,-3.697,0.0277,0.0119,0.0,0.0825,0.225,78.011,346282.0,123861515.0,1.0,1.0,6,2,56,2940
album,0.472,0.507,7.0,-7.124,0.0255,0.433,0.0,0.414,0.408,144.006,265507.0,643542.0,0.0,0.0,6,9,15,648
single,0.509,0.705,6.0,-7.448,0.0371,0.029,0.0,0.132,0.369,95.98,235333.0,16153163.0,1.0,1.0,6,4,39,848
album,0.461,0.68,9.0,-4.989,0.0343,0.0516,2.94e-06,0.156,0.66,155.942,261618.0,22409082.0,1.0,1.0,6,8,43,405
album,0.513,0.681,7.0,-4.501,0.0556,0.376,0.0,0.0768,0.616,184.274,226787.0,20561513.0,1.0,1.0,6,6,48,715
album,0.402,0.688,5.0,-4.747,0.0299,0.0761,6.75e-06,0.327,0.431,164.082,299907.0,16696208.0,1.0,1.0,6,7,49,686
single,0.47,0.685,11.0,-6.896,0.0363,0.188,0.0,0.112,0.488,152.103,281800.0,16231355.0,1.0,1.0,6,7,57,1388
single,0.526,0.851,0.0,-5.488,0.0479,0.0536,0.0,0.43,0.609,135.051,210222.0,3591156.0,1.0,1.0,6,4,56,1750
album,0.63,0.711,10.0,-9.34,0.0472,0.299,0.0,0.0813,0.659,96.912,167933.0,19435108.0,0.0,0.0,12,40,54,59
album,0.595,0.643,5.0,-9.275,0.0365,0.76,0.0,0.538,0.73,135.633,158040.0,8698365.0,0.0,0.0,12,21,25,289
album,0.566,0.49,0.0,-10.867,0.0414,0.791,1.42e-05,0.0919,0.847,134.934,153333.0,14593186.0,0.0,0.0,12,21,50,97
album,0.612,0.444,0.0,-12.752,0.0293,0.531,0.0,0.126,0.503,114.961,172907.0,1929.0,0.0,0.0,12,25,91,104
album,0.732,0.506,7.0,-11.735,0.0462,0.688,1.04e-06,0.146,0.867,126.325,163093.0,9145289.0,0.0,0.0,12,21,32,41
album,0.682,0.612,8.0,-7.004,0.0381,0.284,0.0,0.0783,0.845,127.647,163280.0,7616211.0,0.0,0.0,12,42,35,181
album,0.521,0.606,10.0,-7.817,0.0277,0.322,0.000257,0.0888,0.433,70.38,162533.0,177272.0,0.0,0.0,12,17,91,51
album,0.363,0.452,0.0,-10.322,0.0286,0.182,0.0,0.374,0.26,81.803,168800.0,923076.0,0.0,0.0,12,15,50,1767
album,0.466,0.676,6.0,-9.378,0.112,0.248,3.22e-06,0.103,0.845,88.688,154427.0,4010351.0,0.0,0.0,12,17,62,451
album,0.49,0.821,10.0,-9.034,0.0533,0.00295,0.000158,0.0534,0.921,145.477,189307.0,197648.0,0.0,0.0,12,25,55,123
single,0.587,0.679,1.0,-5.279,0.354,0.361,0.0,0.278,0.54,91.565,164274.0,33996556.0,1.0,1.0,10,41,85,563
single,0.543,0.643,6.0,-6.623,0.347,0.421,0.0,0.0699,0.576,120.216,199947.0,471870.0,1.0,1.0,10,14,85,906
album,0.684,0.794,1.0,-5.498,0.306,0.0862,0.0,0.368,0.629,90.008,199607.0,486064.0,1.0,1.0,10,13,24,567
single,0.711,0.673,11.0,-5.341,0.303,0.137,0.0,0.254,0.605,87.064,169842.0,7285032.0,1.0,1.0,10,4,53,1123
album,0.708,0.582,5.0,-6.545,0.273,0.00407,1.79e-05,0.258,0.656,81.966,196947.0,27372761.0,1.0,1.0,10,28,60,2197
album,0.654,0.836,1.0,-3.882,0.14,0.478,0.0,0.18,0.154,92.128,183349.0,16588989.0,1.0,1.0,10,3,63,1824
single,0.814,0.853,1.0,-5.791,0.356,0.0566,2.89e-06,0.118,0.654,96.45,230703.0,1077703.0,1.0,1.0,10,19,62,583
album,0.615,0.84,2.0,-6.058,0.376,0.254,0.0,0.055,0.256,94.921,168093.0,254435.0,1.0,1.0,10,24,29,68
single,0.491,0.76,9.0,-5.898,0.325,0.163,0.0,0.183,0.373,173.457,179744.0,264117.0,1.0,1.0,10,20,61,966
album,0.741,0.626,1.0,-4.688,0.151,0.178,0.0,0.299,0.368,85.967,209258.0,12580585.0,1.0,1.0,10,6,49,873
compilation,0.427,0.813,0.0,-9.02,0.0737,0.0713,0.109,0.873,0.344,106.859,134267.0,8726137.0,1.0,1.0,10,36,65,935
album,0.736,0.719,3.0,-9.311,0.0313,0.42,0.000851,0.35,0.657,113.228,224800.0,4662788.0,1.0,1.0,10,22,74,340
single,0.411,0.859,4.0,-7.382,0.085,0.0671,0.00201,0.958,0.36,112.228,156173.0,7684642.0,0.0,0.0,10,24,35,229
album,0.525,0.878,2.0,-8.677,0.0404,0.411,0.0,0.291,0.963,176.249,191200.0,3537924.0,1.0,1.0,10,22,56,311
album,0.325,0.143,2.0,-12.218,0.033,0.469,0.000221,0.101,0.179,110.823,315973.0,57437247.0,1.0,1.0,10,19,65,527
album,0.506,0.11,5.0,-17.615,0.0307,0.35,0.00144,0.139,0.208,70.554,255133.0,43868059.0,1.0,1.0,10,21,57,503
album,0.719,0.22,11.0,-11.811,0.0294,0.736,9.4e-06,0.118,0.168,115.375,259160.0,7115094.0,0.0,0.0,10,19,37,1126
album,0.562,0.747,6.0,-7.797,0.0525,0.368,8.39e-06,0.97,0.554,133.742,208160.0,814386.0,0.0,0.0,10,45,41,27
album,0.579,0.285,8.0,-11.489,0.026,0.773,1.4e-05,0.113,0.232,135.45,239520.0,18547157.0,1.0,1.0,10,22,35,367
album,0.489,0.322,3.0,-11.586,0.0261,0.529,0.000208,0.239,0.219,75.5,240173.0,19574832.0,1.0,1.0,10,19,23,400
album,0.704,0.642,1.0,-10.11,0.39,0.00704,1.43e-06,0.161,0.72,92.09,209973.0,3213216.0,1.0,1.0,3,13,33,200
album,0.858,0.373,2.0,-6.142,0.31,0.0456,0.0,0.0415,0.564,92.018,157707.0,561693.0,0.0,0.0,3,19,15,82
album,0.708,0.447,1.0,-6.305,0.0952,0.0271,0.000728,0.102,0.0384,89.62,276968.0,4303.0,0.0,0.0,3,13,81,749
album,0.798,0.624,7.0,-7.249,0.391,0.417,1.01e-05,0.34,0.347,89.02,270800.0,1982812.0,1.0,1.0,3,13,19,184
album,0.814,0.88,3.0,-5.443,0.191,0.00908,0.00374,0.0986,0.704,91.985,240200.0,223876.0,0.0,0.0,3,26,42,2908
album,0.715,0.658,0.0,-5.232,0.288,0.0807,0.0,0.323,0.25,91.003,246227.0,13758.0,0.0,0.0,3,13,59,1429
album,0.761,0.674,1.0,-5.839,0.0576,0.103,0.019,0.238,0.441,95.035,263173.0,505404.0,0.0,0.0,3,13,48,76
album,0.925,0.73,9.0,-5.469,0.245,0.0336,2.77e-06,0.0447,0.72,95.996,218200.0,2455676.0,1.0,1.0,3,19,29,78
album,0.509,0.816,1.0,-8.824,0.366,0.25,0.0,0.342,0.561,181.804,272867.0,837697.0,1.0,1.0,3,13,52,318
album,0.773,0.794,2.0,-5.486,0.215,0.0976,2.89e-05,0.384,0.541,90.848,331000.0,642227.0,1.0,1.0,3,13,35,206
album,0.47,0.637,9.0,-8.33,0.187,0.17,7.65e-05,0.12,0.554,88.827,195704.0,2069870.0,1.0,1.0,5,26,33,930
album,0.742,0.842,2.0,-6.421,0.225,0.519,7.28e-06,0.124,0.564,132.996,200333.0,4523617.0,1.0,1.0,5,18,28,1609
album,0.695,0.665,1.0,-8.3,0.35,0.401,0.000557,0.11,0.6,176.136,201613.0,5027061.0,1.0,1.0,5,16,22,185
album,0.692,0.742,2.0,-7.167,0.5,0.447,5.93e-06,0.348,0.589,190.047,161652.0,1874952.0,1.0,1.0,5,7,27,1180
album,0.542,0.673,9.0,-7.612,0.363,0.643,8.69e-06,0.668,0.37,79.477,199385.0,1468050.0,1.0,1.0,5,17,72,955
album,0.77,0.652,10.0,-4.465,0.33,0.154,0.0,0.146,0.385,141.106,165493.0,6339895.0,1.0,1.0,5,23,36,903
album,0.787,0.414,0.0,-9.567,0.139,0.303,2.79e-05,0.0904,0.0514,113.702,221053.0,931214.0,1.0,1.0,5,17,58,955
album,0.779,0.626,2.0,-10.77,0.343,0.65,0.0345,0.105,0.0713,118.036,196271.0,1129452.0,1.0,1.0,5,17,49,940
album,0.76,0.778,6.0,-7.302,0.188,0.512,0.00984,0.124,0.498,137.168,171679.0,1321054.0,1.0,1.0,5,17,70,3171
album,0.568,0.492,8.0,-7.899,0.186,0.153,0.0213,0.111,0.125,82.731,173494.0,468786.0,1.0,1.0,5,26,50,830
album,0.637,0.573,11.0,-6.69,0.0491,0.279,3.46e-06,0.0617,0.704,90.017,306834.0,163219.0,0.0,0.0,16,19,65,313
album,0.718,0.697,2.0,-6.474,0.135,0.634,1.53e-05,0.0563,0.62,143.907,356180.0,100823600.0,1.0,1.0,16,6,100,1954
album,0.841,0.74,9.0,-8.432,0.13,0.05,2.22e-06,0.128,0.626,109.033,304467.0,74456709.0,1.0,1.0,16,13,75,763
album,0.678,0.547,7.0,-6.89,0.0286,0.232,0.000176,0.0785,0.579,143.892,343587.0,22159180.0,1.0,1.0,16,54,89,636
album,0.535,0.86,11.0,-1.167,0.173,0.429,0.0,0.155,0.636,172.025,389185.0,4720110.0,1.0,1.0,16,25,92,906
single,0.54,0.744,5.0,-4.952,0.0398,0.437,8.24e-06,0.223,0.68,141.943,306921.0,8598.0,0.0,1.0,16,17,31,451
album,0.695,0.691,4.0,-9.866,0.0935,0.234,1.12e-05,0.0283,0.69,171.83,294640.0,18207590.0,1.0,1.0,16,51,72,700
album,0.667,0.831,11.0,-7.94,0.0937,0.427,0.0,0.336,0.832,106.01,318093.0,111915407.0,1.0,1.0,16,5,99,2071
album,0.668,0.539,9.0,-11.346,0.0875,0.0808,2.72e-05,0.181,0.486,175.841,291360.0,9172618.0,1.0,1.0,16,51,77,685
single,0.438,0.986,10.0,-3.384,0.14,0.35,0.000343,0.0773,0.736,159.894,214208.0,238390555.0,1.0,1.0,15,26,99,2084
album,0.647,0.478,8.0,-11.138,0.137,0.346,4.66e-05,0.081,0.937,150.907,302942.0,1481487.0,1.0,1.0,15,46,90,913
single,0.66,0.495,2.0,-9.325,0.0403,0.923,0.000252,0.08,0.448,82.021,254219.0,73423719.0,1.0,1.0,15,29,95,2078
single,0.636,0.539,0.0,-10.512,0.027,0.694,0.000759,0.113,0.584,102.934,286830.0,62562339.0,1.0,1.0,15,45,94,2852
album,0.552,0.362,2.0,-10.563,0.0598,0.805,0.0,0.0635,0.549,78.757,116898.0,34615.0,1.0,1.0,15,46,85,1504
album,0.792,0.773,1.0,-8.929,0.308,0.35,0.0,0.104,0.649,104.967,293669.0,22681658.0,1.0,1.0,15,46,91,1506
album,0.734,0.755,0.0,-11.498,0.0466,0.369,7.45e-05,0.292,0.713,136.04,243357.0,1900186.0,1.0,1.0,15,52,81,1766
