Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Licensed,official_video,Artist_Length,Album_Length,Title_Length,Description_Length
single,0.276,0.572,1.0,-7.818,0.0377,0.641,0.0,0.2,0.285,77.986,237467.0,764831.0,0.0,0.0,20,15,41,84
album,0.849,0.605,0.0,-5.705,0.0544,0.321,0.0,0.193,0.968,109.913,158440.0,28112674.0,1.0,1.0,20,15,51,326
album,0.817,0.305,9.0,-10.975,0.07,0.523,0.0,0.0325,0.809,108.358,186720.0,2762451.0,0.0,0.0,20,23,85,749
album,0.698,0.54,4.0,-8.986,0.0331,0.315,2.25e-06,0.288,0.969,108.101,203587.0,208571329.0,1.0,1.0,20,29,38,194
album,0.808,0.529,5.0,-10.719,0.0426,0.321,0.00124,0.252,0.967,113.583,203733.0,27710972.0,1.0,1.0,20,14,51,327
album,0.829,0.332,0.0,-12.314,0.0556,0.358,2.69e-05,0.15,0.88,109.608,206293.0,845590.0,0.0,0.0,20,22,48,749
album,0.618,0.844,2.0,-4.377,0.108,0.194,0.0,0.341,0.968,187.642,178973.0,7019.0,0.0,0.0,20,10,63,413
album,0.86,0.444,0.0,-9.294,0.151,0.454,0.0,0.0347,0.957,108.878,193107.0,41644609.0,1.0,1.0,20,12,46,316
album,0.595,0.646,10.0,-9.308,0.0887,0.284,0.0,0.0433,0.944,209.695,166227.0,4166351.0,1.0,1.0,20,14,42,167
album,0.745,0.639,8.0,-6.809,0.0248,0.0784,7.99e-06,0.261,0.797,100.412,188160.0,512160.0,0.0,0.0,20,19,53,15
album,0.508,0.834,2.0,-6.205,0.0386,0.0183,0.0,0.0732,0.774,139.131,216053.0,195370296.0,1.0,1.0,11,44,50,770
album,0.382,0.589,9.0,-7.315,0.0267,0.0465,0.0,0.122,0.335,140.059,243360.0,307689618.0,1.0,1.0,11,44,20,642
album,0.526,0.365,1.0,-12.605,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,394133.0,432352228.0,0.0,1.0,11,24,56,1489
album,0.561,0.811,4.0,-6.157,0.0265,0.00515,3.6e-05,0.287,0.635,126.593,233270.0,69648136.0,1.0,1.0,11,44,24,648
album,0.57,0.478,7.0,-10.185,0.0322,0.536,1.33e-05,0.0931,0.358,145.517,291667.0,1740092.0,1.0,1.0,11,12,67,1806
album,0.546,0.931,0.0,-6.344,0.0341,0.000299,2.92e-05,0.11,0.643,125.495,204893.0,28537226.0,1.0,1.0,11,19,44,512
album,0.587,0.456,9.0,-7.011,0.0262,0.516,0.0,0.104,0.144,134.11,355640.0,710459423.0,0.0,1.0,11,9,54,1662
album,0.587,0.237,0.0,-18.466,0.0272,0.0766,0.0,0.139,0.366,84.764,211933.0,1004126.0,1.0,1.0,11,17,55,934
single,0.503,0.582,0.0,-4.324,0.0253,0.472,0.0,0.103,0.326,77.321,243057.0,1992060.0,1.0,1.0,11,12,46,1523
album,0.515,0.805,5.0,-4.491,0.0345,0.00993,1.57e-05,0.419,0.743,101.161,194618.0,18308976.0,0.0,1.0,11,44,44,1133
album,0.451,0.24,1.0,-14.014,0.0351,0.912,2.45e-06,0.175,0.701,134.009,117147.0,13049015.0,1.0,1.0,11,16,52,719
album,0.478,0.201,7.0,-16.768,0.0332,0.919,0.0,0.0854,0.857,136.471,135760.0,637031.0,1.0,1.0,11,16,58,134
album,0.469,0.196,0.0,-16.093,0.0571,0.882,0.0,0.0513,0.537,130.036,143733.0,18287830.0,0.0,0.0,11,16,22,616
album,0.29,0.259,8.0,-13.967,0.0306,0.9,0.0,0.308,0.606,97.173,142560.0,2938460.0,1.0,1.0,11,31,43,721
album,0.366,0.391,3.0,-12.322,0.0425,0.854,0.0,0.352,0.461,119.182,164547.0,22102364.0,1.0,1.0,11,24,55,1441
album,0.247,0.109,11.0,-20.047,0.0339,0.939,0.0575,0.135,0.276,99.735,149920.0,2690361.0,0.0,0.0,11,16,28,85
album,0.612,0.144,6.0,-12.204,0.0352,0.88,0.0,0.203,0.343,128.629,181627.0,5780956.0,1.0,1.0,11,19,32,378
album,0.503,0.182,0.0,-16.651,0.0323,0.776,0.0,0.178,0.652,63.684,133933.0,3700471.0,1.0,1.0,11,22,55,453
album,0.499,0.545,11.0,-10.476,0.0366,0.822,0.0,0.187,0.634,110.54,160947.0,2892360.0,1.0,1.0,11,31,50,993
album,0.471,0.146,10.0,-13.6,0.0309,0.782,0.0,0.0888,0.595,78.554,190400.0,551762.0,0.0,0.0,11,55,29,65
album,0.808,0.97,10.0,-6.098,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,242293.0,516193793.0,1.0,1.0,13,5,64,158
album,0.796,0.777,6.0,-4.81,0.0397,0.0261,0.000358,0.121,0.787,132.722,258893.0,114726796.0,1.0,1.0,13,5,60,152
album,0.872,0.872,1.0,-6.328,0.139,0.0476,0.00112,0.0543,0.809,116.948,223080.0,829528189.0,1.0,1.0,13,5,51,158
album,0.623,0.607,10.0,-5.113,0.0353,0.147,3.29e-06,0.227,0.614,89.654,243160.0,130698003.0,1.0,1.0,13,31,54,162
single,0.849,0.941,8.0,-6.448,0.223,0.0269,0.00717,0.0596,0.765,134.479,194160.0,1805529.0,1.0,1.0,13,28,28,586
album,0.661,0.649,9.0,-7.668,0.0342,0.245,1.22e-05,0.11,0.388,100.893,311187.0,85062480.0,1.0,1.0,13,5,84,192
album,0.589,0.687,2.0,-6.222,0.097,0.0778,0.000289,0.419,0.649,180.215,276067.0,76901850.0,1.0,1.0,13,31,57,169
compilation,0.806,0.782,6.0,-4.565,0.0602,0.0653,0.00265,0.209,0.874,132.749,198320.0,114726796.0,1.0,1.0,13,17,60,152
album,0.623,0.588,7.0,-7.457,0.0304,0.0588,0.000346,0.437,0.317,93.922,278387.0,35358447.0,1.0,1.0,13,8,42,123
single,0.786,0.979,10.0,-4.489,0.044,0.0916,2.07e-05,0.349,0.811,114.302,220867.0,516193793.0,1.0,1.0,13,24,64,158
single,0.276,0.572,1.0,-7.818,0.0377,0.641,0.0,0.2,0.285,77.986,237467.0,764831.0,0.0,0.0,12,15,41,84
album,0.425,0.954,1.0,-3.756,0.0476,0.00414,0.0,0.0555,0.933,178.043,243160.0,446164706.0,1.0,1.0,12,12,34,1157
single,0.663,0.92,11.0,-4.07,0.226,0.00431,1.69e-05,0.101,0.533,99.935,259196.0,1832635634.0,1.0,1.0,12,27,55,972
album,0.788,0.771,0.0,-4.048,0.0562,0.0452,0.0,0.103,0.785,91.945,169560.0,140615994.0,1.0,1.0,12,11,60,2929
album,0.537,0.462,6.0,-7.501,0.0289,0.574,9.75e-05,0.108,0.356,136.634,307867.0,103096081.0,1.0,1.0,12,6,52,1903
album,0.725,0.903,0.0,-2.955,0.0658,0.0344,0.0,0.183,0.946,142.006,211680.0,1279411717.0,1.0,1.0,12,40,55,597
album,0.4,0.82,0.0,-5.235,0.103,0.502,0.0,0.712,0.398,83.415,247867.0,44461078.0,1.0,1.0,12,26,75,3505
single,0.648,0.521,1.0,-10.436,0.323,0.43,0.0,0.0841,0.217,76.973,145783.0,11746461.0,1.0,1.0,12,26,64,2100
album,0.59,0.597,9.0,-6.158,0.0275,0.406,2.28e-05,0.169,0.466,121.051,279000.0,61065874.0,1.0,1.0,12,13,65,1765
single,0.781,0.59,7.0,-6.475,0.305,0.589,0.0,0.107,0.53,83.978,211475.0,21820206.0,1.0,1.0,12,18,50,2443
album,0.73,0.777,3.0,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130.0,284867.0,2062108307.0,1.0,1.0,14,5,41,191
single,0.276,0.572,1.0,-7.818,0.0377,0.641,0.0,0.2,0.285,77.986,237467.0,764831.0,0.0,0.0,14,15,41,84
single,0.758,0.686,11.0,-6.346,0.0792,0.0848,0.00127,0.142,0.444,130.007,230907.0,2062108307.0,1.0,1.0,14,12,41,191
single,0.757,0.678,8.0,-5.529,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,218235.0,854277879.0,1.0,1.0,14,15,49,883
album,0.84,0.762,6.0,-5.454,0.226,0.00736,3.77e-06,0.0615,0.946,99.987,189765.0,626733.0,1.0,1.0,14,34,81,1151
album,0.82,0.937,5.0,-4.81,0.0549,0.135,0.000122,0.35,0.906,130.992,239400.0,138449785.0,1.0,1.0,14,8,48,1647
album,0.786,0.842,4.0,-5.115,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,221227.0,169776982.0,1.0,1.0,14,4,60,1660
compilation,0.792,0.856,11.0,-5.236,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,237267.0,565927328.0,1.0,1.0,14,22,57,1819
album,0.708,0.587,11.0,-7.93,0.151,0.273,0.0,0.0718,0.554,83.46,262133.0,211136998.0,1.0,1.0,14,4,45,1897
album,0.741,0.759,0.0,-5.096,0.12,0.0218,0.0,0.628,0.362,97.084,225533.0,164650376.0,1.0,1.0,14,7,43,1561
single,0.849,0.449,1.0,-8.39,0.291,0.341,0.0,0.106,0.602,84.463,150899.0,304138.0,0.0,1.0,4,14,54,723
album,0.719,0.628,8.0,-6.269,0.211,0.0733,2.41e-06,0.119,0.472,139.957,145013.0,9555850.0,0.0,1.0,4,30,53,1619
album,0.69,0.783,3.0,-6.924,0.0709,0.00402,0.000493,0.114,0.814,105.0,177124.0,2923401.0,1.0,1.0,4,4,77,1055
single,0.775,0.597,2.0,-7.298,0.148,0.0492,0.0,0.0853,0.24,146.927,236056.0,4745289.0,1.0,1.0,4,20,79,1385
album,0.657,0.691,8.0,-7.907,0.236,0.213,0.0,0.099,0.493,160.106,237157.0,23306207.0,1.0,1.0,4,17,4,384
album,0.825,0.438,8.0,-7.667,0.264,0.276,4.48e-05,0.119,0.544,114.017,169501.0,1153253.0,1.0,1.0,4,4,47,906
album,0.942,0.613,5.0,-7.649,0.113,0.184,2.82e-06,0.264,0.961,96.997,204213.0,65817135.0,1.0,1.0,4,21,60,4387
album,0.611,0.536,7.0,-9.472,0.148,0.0514,0.0,0.186,0.288,173.691,159013.0,459435.0,1.0,1.0,4,4,39,306
album,0.861,0.623,7.0,-8.353,0.0752,0.096,0.00341,0.0924,0.574,122.998,195745.0,3803218.0,1.0,1.0,4,4,68,1997
album,0.755,0.56,0.0,-4.675,0.0714,0.485,4.16e-05,0.333,0.782,119.982,140253.0,233125.0,1.0,1.0,4,4,31,298
album,0.137,0.0311,5.0,-28.208,0.0381,0.982,0.972,0.0908,0.063,179.223,433667.0,9237931.0,0.0,0.0,23,31,63,118
album,0.382,0.0499,2.0,-25.262,0.0548,0.994,0.906,0.109,0.0779,125.903,316653.0,2910211.0,0.0,0.0,23,46,52,174
album,0.428,0.237,7.0,-13.764,0.0351,0.987,0.896,0.0849,0.357,79.904,460027.0,6451679.0,0.0,0.0,23,7,54,1656
single,0.315,0.248,0.0,-20.874,0.0385,0.982,0.913,0.113,0.66,120.286,291667.0,1014752.0,0.0,0.0,23,62,77,1704
album,0.069,0.101,2.0,-23.487,0.0407,0.961,0.795,0.444,0.0707,74.782,199840.0,949542.0,0.0,0.0,23,54,53,53
album,0.492,0.136,7.0,-18.839,0.0463,0.948,0.893,0.0726,0.445,135.786,351493.0,83780.0,1.0,1.0,23,74,85,798
album,0.194,0.079,4.0,-21.389,0.0425,0.969,0.498,0.126,0.082,100.309,517360.0,83171.0,0.0,0.0,23,36,75,1964
album,0.171,0.037,3.0,-25.191,0.0409,0.991,0.898,0.123,0.037,67.89,330000.0,462977.0,1.0,1.0,23,59,80,719
album,0.515,0.387,4.0,-7.343,0.0567,0.689,0.0,0.126,0.312,135.739,239427.0,419259791.0,1.0,1.0,12,19,77,604
album,0.647,0.477,0.0,-8.157,0.0342,0.0374,9.54e-06,0.127,0.793,112.041,182880.0,112267602.0,1.0,1.0,12,12,81,613
album,0.322,0.214,2.0,-15.949,0.0345,0.609,0.0,0.161,0.218,172.395,435493.0,566623638.0,1.0,1.0,12,12,90,3058
album,0.394,0.276,0.0,-13.785,0.0378,0.63,0.00167,0.189,0.196,170.508,222947.0,90831846.0,1.0,1.0,12,19,78,1672
album,0.506,0.485,2.0,-12.083,0.04,0.673,0.0,0.152,0.957,207.081,229040.0,26473654.0,0.0,1.0,12,4,36,12
album,0.512,0.286,2.0,-11.757,0.0664,0.7,0.0,0.0615,0.894,97.724,175400.0,258290.0,0.0,0.0,12,4,77,749
album,0.547,0.0862,9.0,-20.132,0.0482,0.799,0.0,0.148,0.302,82.342,177013.0,12305735.0,0.0,0.0,12,17,34,66
album,0.394,0.452,0.0,-9.307,0.0261,0.0621,0.000115,0.471,0.599,73.984,205867.0,57189439.0,1.0,1.0,12,19,48,781
album,0.636,0.272,2.0,-13.787,0.0267,0.478,0.0,0.185,0.396,89.595,218707.0,20219955.0,1.0,1.0,12,12,76,1905
album,0.528,0.383,2.0,-11.17,0.0258,0.376,0.0,0.11,0.46,89.089,328320.0,2429389.0,0.0,0.0,12,12,22,65
album,0.727,0.552,2.0,-8.074,0.14,0.227,0.000164,0.198,0.607,168.189,289160.0,1316803202.0,1.0,1.0,5,10,56,421
album,0.85,0.7,7.0,-6.49,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,291782.0,157346776.0,1.0,1.0,5,15,59,608
album,0.956,0.745,11.0,-4.753,0.12,0.206,0.0,0.0615,0.912,107.075,228240.0,179361043.0,1.0,1.0,5,10,43,192
album,0.531,0.752,1.0,-6.161,0.0305,0.0421,0.0,0.12,0.103,89.917,237800.0,674682680.0,1.0,1.0,5,3,43,407
album,0.865,0.664,2.0,-6.822,0.108,0.00689,0.0,0.142,0.565,162.831,287000.0,90020758.0,1.0,1.0,5,15,55,414
album,0.707,0.689,4.0,-7.097,0.0387,0.0255,0.0,0.383,0.41,119.987,195962.0,30437446.0,1.0,1.0,5,9,54,743
album,0.784,0.459,4.0,-9.74,0.317,0.0847,0.0,0.079,0.618,164.062,304000.0,79858160.0,1.0,1.0,5,10,73,334
single,0.812,0.479,8.0,-6.47,0.0429,0.0485,0.0,0.102,0.0873,95.505,173045.0,158081.0,0.0,0.0,5,23,44,120
album,0.834,0.481,2.0,-7.824,0.188,0.0732,0.0,0.0934,0.406,89.849,285907.0,52215893.0,1.0,1.0,5,15,35,399
album,0.634,0.748,0.0,-3.916,0.0275,0.00935,0.0,0.172,0.704,95.991,158240.0,3835856.0,0.0,1.0,5,12,54,1348
album,0.442,0.00919,3.0,-32.452,0.047,0.984,0.936,0.0873,0.0929,79.314,273667.0,213646433.0,1.0,1.0,15,17,27,2774
album,0.225,0.0047,1.0,-30.928,0.0509,0.992,0.881,0.0722,0.186,163.665,259493.0,42005378.0,0.0,0.0,15,59,49,7
album,0.261,0.0149,1.0,-27.528,0.0419,0.992,0.897,0.102,0.0382,75.296,286987.0,7363352.0,0.0,0.0,15,17,61,843
album,0.427,0.0451,3.0,-24.698,0.041,0.99,0.913,0.112,0.0707,119.78,268427.0,24969703.0,1.0,1.0,15,25,47,667
album,0.376,0.0164,9.0,-25.933,0.0475,0.991,0.866,0.116,0.0364,108.821,131200.0,85510.0,1.0,1.0,15,16,59,2079
compilation,0.446,0.0146,10.0,-31.047,0.12,0.991,0.945,0.116,0.0815,137.697,302269.0,213646433.0,1.0,1.0,15,52,27,2774
compilation,0.388,0.00269,4.0,-32.97,0.0516,0.995,0.869,0.063,0.0397,63.386,146760.0,182510.0,0.0,0.0,15,48,67,1816
album,0.124,0.0103,10.0,-31.768,0.04,0.983,0.85,0.0988,0.08,84.374,204520.0,469151.0,1.0,1.0,15,65,43,259
compilation,0.331,0.00735,4.0,-30.904,0.0362,0.991,0.952,0.0968,0.0944,66.628,241987.0,406148.0,1.0,1.0,15,15,71,598
album,0.331,0.00922,10.0,-30.88,0.041,0.993,0.953,0.102,0.0713,132.883,242587.0,213646433.0,1.0,1.0,15,17,27,2774
single,0.276,0.572,1.0,-7.818,0.0377,0.641,0.0,0.2,0.285,77.986,237467.0,764831.0,0.0,0.0,19,15,41,84
album,0.745,0.61,0.0,-6.725,0.0244,0.173,0.000626,0.147,0.476,95.033,286973.0,158827069.0,1.0,1.0,19,31,50,134
album,0.786,0.604,0.0,-7.608,0.0413,0.221,0.0166,0.063,0.81,97.461,209507.0,100036790.0,1.0,1.0,19,22,38,129
album,0.333,0.555,0.0,-3.823,0.0306,0.0694,7.31e-05,0.151,0.288,142.924,228013.0,2338436.0,0.0,0.0,19,25,71,749
album,0.488,0.367,0.0,-7.926,0.0317,0.132,0.0,0.369,0.491,152.189,191640.0,145491942.0,1.0,1.0,19,19,38,129
compilation,0.565,0.604,2.0,-5.075,0.0303,0.21,2.82e-06,0.323,0.278,93.024,209387.0,9558098.0,1.0,1.0,19,17,45,131
album,0.691,0.448,9.0,-12.501,0.0288,0.238,0.00191,0.167,0.682,77.899,299627.0,95544576.0,1.0,1.0,19,20,56,146
album,0.383,0.482,0.0,-4.979,0.0286,0.458,0.00381,0.121,0.181,143.916,228920.0,120458225.0,1.0,1.0,19,17,45,135
album,0.482,0.607,11.0,-7.219,0.029,0.125,0.00217,0.957,0.184,96.313,263800.0,11225607.0,1.0,1.0,19,19,52,133
album,0.291,0.454,7.0,-4.472,0.0302,0.429,0.000203,0.135,0.232,175.699,257400.0,152719139.0,1.0,1.0,19,14,47,130
album,0.428,0.276,4.0,-11.729,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,280000.0,6895026.0,0.0,0.0,11,21,58,293
album,0.615,0.467,1.0,-9.883,0.0327,0.314,0.0,0.099,0.177,119.919,273667.0,2025175.0,0.0,0.0,11,16,58,507
album,0.384,0.438,0.0,-9.149,0.0362,0.753,0.0,0.101,0.287,87.903,456867.0,125434909.0,1.0,1.0,11,16,84,3788
album,0.546,0.519,8.0,-9.072,0.0291,0.36,0.00046,0.24,0.247,140.054,342400.0,199019331.0,1.0,1.0,11,21,48,2866
album,0.347,0.6,3.0,-5.254,0.0303,0.451,0.0,0.279,0.158,172.062,254707.0,6018383.0,1.0,1.0,11,23,55,1489
album,0.691,0.64,8.0,-5.087,0.0384,0.0247,5.24e-06,0.2,0.452,101.991,210227.0,362638070.0,1.0,1.0,11,18,43,1820
album,0.344,0.325,11.0,-10.005,0.0287,0.35,0.0223,0.0686,0.0775,118.515,312307.0,58519814.0,1.0,1.0,11,16,58,1490
compilation,0.634,0.886,9.0,-5.424,0.0434,0.154,0.0,0.118,0.577,93.04,241373.0,260022235.0,1.0,1.0,11,28,51,2385
album,0.463,0.4,6.0,-9.999,0.0308,0.643,2.46e-05,0.131,0.121,77.314,249240.0,50290642.0,0.0,0.0,11,11,75,327
album,0.546,0.315,2.0,-11.208,0.0324,0.601,3.43e-06,0.0795,0.0756,82.951,250893.0,53614686.0,1.0,1.0,11,21,58,1862
single,0.739,0.586,10.0,-5.079,0.0472,0.0245,0.000252,0.308,0.444,124.026,142677.0,25398161.0,1.0,1.0,6,26,58,3484
single,0.685,0.886,0.0,-4.179,0.034,0.028,0.0,0.481,0.615,125.034,161267.0,29668154.0,1.0,1.0,6,31,57,1211
single,0.664,0.708,8.0,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,174800.0,93281644.0,1.0,1.0,6,52,84,468
album,0.544,0.915,8.0,-3.405,0.0841,0.129,0.000914,0.115,0.51,126.094,184280.0,272750697.0,1.0,1.0,6,6,65,1276
album,0.503,0.748,5.0,-4.124,0.0619,0.0305,0.0,0.343,0.356,125.896,210013.0,239419759.0,1.0,1.0,6,7,41,408
album,0.523,0.782,2.0,-4.846,0.041,0.219,1.03e-05,0.133,0.164,125.998,214813.0,147616279.0,0.0,0.0,6,6,55,130
single,0.594,0.64,10.0,-6.865,0.033,0.0169,0.0,0.135,0.492,92.871,170457.0,5668197.0,1.0,1.0,6,31,66,2751
single,0.601,0.775,0.0,-4.612,0.0473,0.269,0.0,0.0883,0.483,119.964,190295.0,172224413.0,1.0,1.0,6,6,38,1894
single,0.483,0.917,3.0,-2.528,0.0438,0.00235,0.000347,0.119,0.323,129.035,145174.0,2391347.0,1.0,1.0,6,8,45,1320
single,0.671,0.855,7.0,-4.254,0.0375,0.00437,0.0,0.131,0.329,117.98,187029.0,1918102.0,1.0,1.0,6,19,70,963
album,0.8,0.464,7.0,-7.432,0.0323,0.741,1.54e-06,0.131,0.87,100.718,211255.0,2672.0,0.0,0.0,14,27,36,171
album,0.572,0.433,5.0,-8.086,0.0294,0.554,7.37e-05,0.108,0.504,145.375,207586.0,1262874.0,0.0,0.0,14,15,26,1
album,0.789,0.43,2.0,-6.396,0.0877,0.609,0.0,0.0843,0.742,115.843,163655.0,10119691.0,1.0,1.0,14,16,43,214
album,0.585,0.132,9.0,-12.731,0.0751,0.937,0.0,0.106,0.454,151.968,159172.0,88721.0,1.0,1.0,14,16,42,665
album,0.699,0.414,9.0,-10.756,0.0269,0.65,0.000942,0.103,0.419,99.993,176320.0,5168669.0,0.0,1.0,14,19,74,177
album,0.805,0.697,11.0,-7.349,0.0363,0.488,0.0,0.0922,0.721,125.842,222476.0,183047572.0,0.0,0.0,14,7,22,33
album,0.719,0.46,8.0,-5.827,0.0332,0.891,7.81e-05,0.081,0.881,108.479,167515.0,950126.0,0.0,0.0,14,10,29,259
album,0.594,0.39,9.0,-9.174,0.0396,0.517,0.0,0.118,0.34,85.366,199483.0,52443058.0,1.0,1.0,14,15,42,1596
single,0.781,0.693,0.0,-3.558,0.0308,0.701,4.45e-06,0.156,0.939,97.074,170507.0,64304761.0,1.0,1.0,14,7,36,1319
album,0.691,0.272,0.0,-8.141,0.0304,0.764,1.3e-06,0.117,0.608,93.899,186413.0,247884424.0,1.0,1.0,14,8,42,89
album,0.317,0.158,9.0,-16.485,0.0381,0.673,0.353,0.338,0.247,130.503,177480.0,3283796.0,1.0,1.0,11,48,32,507
compilation,0.566,0.246,10.0,-15.499,0.0276,0.813,1.48e-06,0.195,0.412,101.529,165667.0,1122.0,0.0,0.0,11,32,42,314
album,0.464,0.259,3.0,-9.194,0.0379,0.869,0.000326,0.116,0.531,97.586,164613.0,387954.0,1.0,1.0,11,9,71,673
album,0.589,0.232,3.0,-13.633,0.0579,0.835,0.0,0.108,0.53,126.626,142480.0,4862475.0,1.0,1.0,11,9,48,488
album,0.513,0.156,3.0,-13.668,0.0717,0.808,0.0,0.322,0.589,207.975,172173.0,575867.0,1.0,1.0,11,34,50,433
compilation,0.343,0.136,5.0,-15.142,0.0385,0.749,0.0,0.261,0.59,70.937,182667.0,57025.0,1.0,1.0,11,15,58,567
compilation,0.466,0.213,0.0,-12.009,0.0448,0.984,9.58e-05,0.428,0.693,97.075,137267.0,47264.0,1.0,1.0,11,15,54,594
compilation,0.519,0.368,7.0,-11.622,0.0796,0.617,0.0,0.0859,0.854,160.37,133413.0,69005.0,1.0,1.0,11,32,45,578
compilation,0.636,0.165,10.0,-14.261,0.0328,0.885,4.82e-05,0.0502,0.505,112.777,180040.0,436880.0,1.0,1.0,11,32,59,636
album,0.24,0.0967,7.0,-15.167,0.0336,0.707,8.44e-05,0.367,0.178,84.759,177027.0,906607.0,1.0,1.0,11,51,63,642
album,0.64,0.295,5.0,-16.357,0.0397,0.425,2.05e-06,0.0804,0.107,121.903,320013.0,2346014.0,0.0,0.0,22,41,21,331
album,0.581,0.431,2.0,-10.364,0.0353,0.699,4.65e-05,0.134,0.446,88.809,366507.0,38171887.0,1.0,1.0,22,48,65,659
album,0.499,0.72,11.0,-7.861,0.0533,0.563,0.0,0.494,0.78,92.534,310467.0,85320466.0,1.0,1.0,22,41,79,2126
album,0.594,0.53,5.0,-10.226,0.0281,0.443,3.71e-06,0.421,0.457,101.831,264307.0,3020133.0,1.0,1.0,22,56,99,2256
single,0.796,0.35,0.0,-15.182,0.044,0.851,0.00684,0.124,0.793,115.891,300960.0,90073102.0,1.0,1.0,22,65,100,1845
album,0.532,0.779,9.0,-11.326,0.0622,0.241,0.0,0.154,0.671,119.735,329987.0,8791530.0,1.0,1.0,22,43,98,3106
album,0.696,0.423,4.0,-9.243,0.032,0.831,0.00134,0.126,0.428,91.007,299911.0,527892.0,1.0,1.0,22,54,99,434
compilation,0.857,0.205,10.0,-17.393,0.0745,0.00654,0.000242,0.101,0.728,77.003,289306.0,11122770.0,1.0,1.0,22,35,99,1557
album,0.471,0.873,10.0,-5.503,0.373,0.47,8.13e-05,0.146,0.737,78.434,216000.0,223167121.0,1.0,1.0,22,42,78,2414
album,0.853,0.745,9.0,-8.636,0.109,0.0642,1.87e-06,0.0274,0.882,107.985,359253.0,158580261.0,1.0,1.0,10,12,68,356
compilation,0.533,0.436,5.0,-7.521,0.0276,0.234,3.17e-06,0.46,0.371,146.868,308158.0,131717791.0,1.0,1.0,10,27,100,790
album,0.532,0.529,0.0,-8.402,0.0352,0.334,0.000144,0.078,0.295,81.989,321240.0,261222590.0,1.0,1.0,10,50,88,661
album,0.334,0.387,2.0,-9.483,0.0332,0.755,3.94e-05,0.113,0.42,129.959,364787.0,118826995.0,1.0,1.0,10,46,88,558
album,0.554,0.606,1.0,-12.312,0.0722,0.578,0.000183,0.11,0.584,93.922,285858.0,100185798.0,1.0,1.0,10,5,99,2135
album,0.59,0.875,5.0,-5.294,0.171,0.45,1.16e-05,0.164,0.737,96.915,408133.0,763521856.0,1.0,1.0,10,61,87,881
single,0.432,0.695,1.0,-8.022,0.111,0.732,0.0014,0.274,0.513,116.153,290053.0,20117583.0,1.0,1.0,10,44,89,970
album,0.814,0.909,0.0,-6.875,0.0753,0.319,0.0,0.345,0.961,100.004,230947.0,35877659.0,1.0,1.0,10,6,90,583
single,0.471,0.329,0.0,-11.958,0.0312,0.78,0.0021,0.117,0.144,126.107,341780.0,53270235.0,1.0,1.0,10,29,82,810
album,0.757,0.942,9.0,-4.13,0.0461,0.158,0.00784,0.507,0.728,120.004,228469.0,25757377.0,1.0,1.0,10,10,77,176
single,0.756,0.413,0.0,-15.549,0.107,0.589,0.0146,0.109,0.353,91.951,122609.0,5441239.0,1.0,1.0,15,44,91,1420
album,0.792,0.635,7.0,-13.94,0.0863,0.349,5.92e-06,0.324,0.648,122.004,422713.0,287990978.0,1.0,1.0,15,11,97,2185
album,0.525,0.46,1.0,-8.594,0.0246,0.826,0.00202,0.139,0.33,98.007,331677.0,3974116.0,0.0,0.0,15,12,37,287
album,0.247,0.556,11.0,-7.514,0.0376,0.635,0.000436,0.146,0.371,168.823,265927.0,153436569.0,1.0,1.0,15,12,99,2326
album,0.752,0.67,6.0,-10.641,0.0465,0.306,0.000528,0.729,0.748,110.696,336118.0,207080018.0,1.0,1.0,15,16,96,1757
album,0.601,0.441,4.0,-8.946,0.0285,0.645,1.08e-06,0.0986,0.202,103.862,396507.0,19739078.0,1.0,1.0,15,52,88,1015
album,0.689,0.674,11.0,-12.164,0.0396,0.277,0.000154,0.394,0.937,149.1,335386.0,87497897.0,1.0,1.0,15,16,98,1729
album,0.629,0.523,7.0,-11.134,0.0362,0.519,0.000502,0.416,0.645,88.077,405029.0,40079691.0,1.0,1.0,15,16,99,1737
album,0.548,0.506,6.0,-13.684,0.0495,0.492,0.000442,0.189,0.641,85.628,473025.0,64717296.0,0.0,0.0,15,11,88,751
album,0.503,0.706,2.0,-10.211,0.0463,0.266,5.92e-05,0.34,0.762,155.611,324000.0,168168.0,0.0,0.0,15,62,32,749
album,0.736,0.499,10.0,-8.177,0.0341,0.487,0.0,0.23,0.957,114.984,197280.0,38618392.0,1.0,1.0,45,16,76,265
album,0.757,0.512,0.0,-6.249,0.0516,0.722,1.23e-06,0.0682,0.97,149.888,147053.0,128296672.0,1.0,1.0,45,14,50,173
album,0.863,0.641,9.0,-4.543,0.0379,0.197,0.0,0.0793,0.964,129.898,182307.0,81098109.0,1.0,1.0,45,18,50,142
