Danceability,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Licensed,Artist_Length,Album_Length,Title_Length,Description_Length,AT_album,AT_compilation,Key_Low,new_Duration_ms,new_Instrumentalness,Views
0.1491219291767799,0.39027006386154944,-0.8309651024384362,0.518985590486289,0.6883530066730884,0.7986650039138412,-1.4400864046887685,1.0,0.25147490349689816,0.43367086557129314,0.9018957565448871,-0.20556690223315152,0,0,0,0.10737076773493419,0,56320673.0
-0.20891308974885095,0.31447318541629543,-0.6495654483244543,0.5458703199912974,1.092749900330996,0.37743632388966913,0.646887190574928,0.0,1.5503887306221382,1.7754559460018695,2.4644269937956675,1.0082338118915017,1,0,0,1.7703390384794158,0,321166.0
-0.421306745043716,-0.5321438513355395,-1.0228311655352327,0.41712775182037376,-0.3792528186752929,-0.522275419851281,0.13986521047966746,0.0,0.9009318170595182,-0.3303596846617083,-0.7110397141655963,-2.0530176750320845,1,0,0,0.7158758516103703,0,5700782.0
0.027754126151142332,-1.5424192000245316,-0.5179951276632087,1.9697506577145416,-0.2015767010363073,0.6228122540008376,-1.196316030030214,0.0,0.25147490349689816,0.2185732435404266,-0.8118481810850015,-3.2467954301532465,1,0,1,-0.5905029681045411,0,12794664.0
0.7923712852126584,0.8523949767353826,0.8917614954275761,-1.1025610134959958,0.626092712004732,-0.6940385709290989,0.3124083975636509,1.0,-1.2639245614825485,0.4991713280037666,0.1962364881090506,-0.7805259205374004,1,0,1,0.6729537924012783,0,2252581562.0
0.5557040693126651,-2.1146987459329902,-0.7092457467995371,0.313970037347692,-0.2613259723181682,-1.3688223787348115,-0.5729846424444489,1.0,0.4679605413511048,-0.3303596846617083,-0.15659314610886763,-1.9877913070994722,1,0,1,1.2302324366582134,0,59983733.0
-1.3254968775847153,1.0889651648240304,0.32083716722286176,-1.4483384217065447,1.2551916076235252,-0.0601507514752475,1.639410000534089,1.0,-0.1814963722115152,1.1653615167074676,0.649874589246374,-1.0877410998650445,1,0,1,-0.40339690872512207,0,8927782.0
-0.32421250262320667,0.3931550661553135,1.3495008491364509,0.7440500683027046,1.9175297868417016,0.06253721358033673,1.8561514424376155,0.0,0.4679605413511048,1.0798379282621662,0.8010872896254818,-0.1351002903731639,0,0,1,-0.22670351237843012,0,10193185.0
0.16125870947934368,0.8510836120563989,0.4093248688803358,0.20761871337319304,-0.45701677657872025,0.9540697596509146,2.4189992182357147,1.0,-0.6144676479199286,-0.5676019846884289,-0.40861431340738064,-1.3499613828837376,1,0,0,-0.052552930188107715,0,954777130.0
0.7316873836998397,0.6682793758060802,-0.7950643053950569,-0.9746975752070116,0.39323052827523336,0.8313817945953303,0.6183623168875464,1.0,1.3339030927679316,0.2185732435404266,-0.2574016130282728,1.1282862712821153,1,0,0,-0.9126839592207103,0,9204643.0
